Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","is_inc_v","accept_d","exp_d","list_d","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","addr_city","addr_state","acc_now_delinq","acc_open_past_24mths","bc_open_to_buy","percent_bc_gt_75","bc_util","dti","delinq_2yrs","delinq_amnt","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","mths_since_recent_inq","mths_since_recent_revol_delinq","mths_since_recent_bc","mort_acc","open_acc","pub_rec","total_bal_ex_mort","revol_bal","revol_util","total_bc_limit","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","total_il_high_credit_limit","num_rev_accts","mths_since_recent_bc_dlq","pub_rec_bankruptcies","num_accts_ever_120_pd","chargeoff_within_12_mths","collections_12_mths_ex_med","tax_liens","mths_since_last_major_derog","num_sats","num_tl_op_past_12m","mo_sin_rcnt_tl","tot_hi_cred_lim","tot_cur_bal","avg_cur_bal","num_bc_tl","num_actv_bc_tl","num_bc_sats","pct_tl_nvr_dlq","num_tl_90g_dpd_24m","num_tl_30dpd","num_tl_120dpd_2m","num_il_tl","mo_sin_old_il_acct","num_actv_rev_tl","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","total_rev_hi_lim","num_rev_tl_bal_gt_0","num_op_rev_tl","tot_coll_amt","policy_code"
"19636690","21859437","10000","10000","10000"," 36 months"," 10.99%","327.34","B","B3","Principal Piping Designer","7 years","MORTGAGE","160000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19636690","","credit_card","Credit card refinancing","Utopia","TX","0","2","2597","0","42.3","17.63","3","0","1998-08-13 05:00","685","689","0","6","","","11","115","1","8","0","93062","9264","69.1%","4500","19","f","9526.33","9526.33","654.68","654.68","473.67","181.01","0.0","0.0","0.0","2014-08-28","327.34","2014-09-23","2014-08-21","664","660","124767","9","32","0","0","0","0","0","","8","1","4","138167","93062","11633","3","2","2","72.2","0","0","0","9","107","5","190","4","13400","5","5","0","1"
"19586636","21809383","8500","8500","8500"," 36 months","  9.17%","270.98","B","B1","Software Engineer","5 years","RENT","62100","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19586636","","debt_consolidation","Debt consolidation","BOTHELL","WA","0","6","8850","0","21","29.04","0","0","2006-10-13 05:00","755","759","1","30","","4","30","2","0","14","0","68025","5364","24.5%","11200","21","w","8086.37","8086.37","541.96","541.96","413.63","128.33","0.0","0.0","0.0","2014-08-22","270.98","2014-10-19","2014-08-21","779","775","74677","14","30","0","0","0","0","0","","14","3","2","96577","68025","4859","8","2","7","95.2","0","0","0","7","56","3","92","2","21900","4","11","0","1"
"19616516","21839267","20000","20000","20000"," 36 months"," 12.49%","668.98","B","B5","Military ","10+ years","RENT","60000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19616516","","debt_consolidation","Debt consolidation","LEXINGTON PARK","MD","0","4","3851","33.3","53.6","12.98","0","0","2008-10-13 05:00","685","689","0","62","","19","62","11","0","5","0","14371","7992","63.4%","8300","8","f","19073.58","19073.58","1337.96","1337.96","926.42","411.54","0.0","0.0","0.0","2014-08-28","668.98","2014-09-24","2014-08-21","744","740","11319","6","62","0","0","0","0","0","","5","1","11","23919","14371","2874","5","2","3","87.5","0","0","0","2","43","3","68","11","12600","3","4","0","1"
"19576678","21799419","14400","14400","14400"," 60 months"," 16.29%","352.41","D","D2","biology faculty professor","4 years","MORTGAGE","60000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19576678","","credit_card","Credit card refinancing","WICHITA FALLS","TX","0","3","0","100","102","20.2","0","0","2003-10-13 05:00","660","664","0","77","","12","77","19","1","26","0","168679","13972","99.8%","11300","30","w","14084.01","14084.01","704.82","704.82","315.99","388.83","0.0","0.0","0.0","2014-08-22","352.41","2014-10-19","2014-08-21","674","670","141339","7","","0","0","0","0","0","","26","1","12","243101","250158","9621","2","2","2","93.3","0","0","0","22","107","3","128","19","14000","3","3","0","1"
"19576593","21799338","6050","6050","6050"," 36 months"," 14.99%","209.7","C","C5","Customer Service Agent","10+ years","MORTGAGE","32000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19576593","","debt_consolidation","Debt consolidation","TOLLESON","AZ","0","8","138","100","92.7","25.57","1","0","2004-07-13 05:00","660","664","2","16","","3","16","37","0","12","0","9177","4605","61.4%","1900","18","w","5780.07","5780.07","419.4","419.40","269.93","149.47","0.0","0.0","0.0","2014-08-22","209.7","2014-10-19","2014-08-21","684","680","15949","17","16","0","1","0","0","0","65","12","3","3","23449","9177","765","4","3","3","88.9","0","0","0","1","61","11","119","3","7500","11","11","1858","1"
"19576632","21799377","8400","8400","8400"," 36 months"," 19.52%","310.13","E","E2","Truck DRIVER","8 years","MORTGAGE","45000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19576632","","debt_consolidation","Debt consolidation","COLUMBIA","SC","0","4","0","100","100.4","19.41","0","0","1996-08-13 05:00","665","669","0","39","","7","","7","3","5","0","28196","4018","100.4%","4000","11","w","8050.20","8050.20","620.26","620.26","349.80","270.46","0.0","0.0","0.0","2014-09-02","310.13","2014-09-20","2014-08-21","679","675","28311","2","","0","0","0","0","0","","5","3","7","190311","158005","31601","2","2","2","80","0","0","0","6","214","2","75","7","4000","2","2","0","1"
"19616641","21839388","15000","15000","15000"," 36 months","  9.17%","478.19","B","B1","Accounting & Systems Manager","2 years","MORTGAGE","75000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19616641","","credit_card","Credit card refinancing","KAPAA","HI","0","5","13730","20","41.6","10.92","1","0","1994-05-13 05:00","705","709","1","19","","1","19","1","1","12","0","41854","10000","34.1%","23500","29","f","14270.09","14270.09","956.38","956.38","729.91","226.47","0.0","0.0","0.0","2014-08-22","478.19","2014-10-19","2014-08-21","724","720","30000","13","19","0","0","0","0","0","","12","1","1","59300","41854","3805","8","5","5","96.2","0","0","0","15","110","6","241","1","29300","6","8","0","1"
"19586685","21809430","8450","8450","8450"," 36 months"," 12.99%","284.68","C","C1","Accounting Specialist","8 years","RENT","41385","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19586685","","other","Other","MECHANICSVILLE","VA","0","2","1551","33.3","59.2","26.33","0","0","2000-08-13 05:00","660","664","1","28","45","5","","5","6","6","1","38593","2249","59.2%","3800","37","f","8061.49","8061.49","569.36","569.36","388.51","180.85","0.0","0.0","0.0","2014-08-22","284.68","2014-10-19","2014-08-21","669","665","52061","11","","1","0","0","0","0","","6","2","2","55861","38593","6432","7","3","3","95.7","0","0","0","20","166","3","116","5","3800","3","3","0","1"
"19656736","21879472","10400","10400","10400"," 36 months"," 11.67%","343.8","B","B4","Manufacturing Engineer","10+ years","MORTGAGE","79900","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19656736","","debt_consolidation","Debt consolidation","MACHESNEY PARK","IL","0","5","15344","33.3","50.8","9.55","1","0","1994-08-13 05:00","660","664","2","22","","3","22","3","7","11","0","18363","15856","44.2%","31200","26","w","9912.32","9912.32","687.6","687.60","487.68","199.92","0.0","0.0","0.0","2014-08-22","343.8","2014-10-19","2014-08-21","664","660","10000","13","22","0","1","0","0","0","30","11","3","3","180900","149279","13571","9","6","6","88","0","0","0","6","106","6","238","3","35900","6","7","291","1"
"19586642","21809389","13800","13800","13800"," 60 months"," 10.15%","294.23","B","B2","Analyst","10+ years","RENT","50000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19586642","","credit_card","Credit card refinancing","Ft worth","TX","0","3","4329","0","67.5","22.25","0","0","2002-09-13 05:00","710","714","0","","","","","13","1","7","0","52420","12195","63.5%","13300","28","f","13443.49","13443.49","588.46","588.46","356.51","231.95","0.0","0.0","0.0","2014-08-28","294.23","2014-09-24","2014-08-21","784","780","55712","9","","0","0","0","0","0","","7","0","13","74912","52420","7489","6","2","2","100","0","0","0","18","141","4","114","13","19200","4","4","0","1"
"19656720","21879456","15000","15000","15000"," 36 months","  9.17%","478.19","B","B1","POLICE","10+ years","MORTGAGE","57000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19656720","","credit_card","Credit card refinancing","san antonio","TX","0","4","5686","16.7","52.2","28.97","1","0","1994-03-13 04:00","710","714","0","21","","12","21","10","1","14","0","34291","9288","39%","11900","27","w","0.00","0.00","15114.625","15114.62","15000.00","114.62","0.0","0.0","0.0","2014-07-24","15114.63","","2014-07-22","729","725","31939","17","21","0","0","0","0","0","21","14","3","5","260739","234856","16775","9","5","6","88.9","1","0","0","9","147","8","243","10","23800","8","10","0","1"
"19566526","21789274","8000","8000","8000"," 36 months"," 13.35%","270.91","C","C2","sterile processin g tech","1 year","RENT","41000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19566526","","other","Other","GLENDALE","AZ","0","6","8835","66.7","39.1","8.84","0","0","1996-12-13 04:00","670","674","0","30","","9","51","12","1","15","0","20865","6444","41%","14500","28","f","7634.16","7634.16","541.82","541.82","365.84","175.98","0.0","0.0","0.0","2014-08-22","270.91","2014-10-19","2014-08-21","679","675","14135","13","51","0","2","0","0","0","31","15","3","4","169802","158723","10582","8","4","6","100","0","0","0","13","124","6","210","10","15700","6","8","4559","1"
"19636686","21859433","11550","11550","11550"," 36 months"," 10.15%","373.5","B","B2","general manager","5 years","MORTGAGE","59800","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19636686","","debt_consolidation","Debt consolidation","LA FAYETTE","GA","0","4","3822","0","38.3","16.01","0","0","2005-03-13 04:00","685","689","3","26","","2","26","9","0","6","0","33336","5730","46.9%","5500","26","f","10996.05","10996.05","747.0","747.00","553.95","193.05","0.0","0.0","0.0","2014-08-22","373.5","2014-10-19","2014-08-21","719","715","27166","19","26","0","0","0","0","0","","5","2","2","40666","33336","5556","12","3","3","95.2","0","0","0","7","94","5","111","9","13500","5","5","0","1"
"19586639","21809386","28000","28000","28000"," 36 months","  9.17%","892.61","B","B1","Attorney/Partner","4 years","MORTGAGE","225000","Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19586639","","debt_consolidation","Debt consolidation","Bloomfield Hills","MI","0","0","8534","50","86.5","13.69","0","0","2001-02-13 04:00","695","699","1","","","1","","29","10","15","0","126067","54666","86.5%","63200","55","f","26637.53","26637.53","1785.22","1785.22","1362.47","422.75","0.0","0.0","0.0","2014-08-28","892.61","2014-09-24","2014-08-21","694","690","113754","16","","0","0","0","0","0","","15","0","28","283184","227297","16236","13","7","8","100","0","0","0","29","144","7","160","29","63200","7","8","0","1"
"11665244","13637394","15000","15000","15000"," 60 months"," 18.99%","389.03","E","E1","Executive Assistant","9 years","MORTGAGE","90000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=11665244","","debt_consolidation","Debt consolidation","burbank","IL","0","9","14351","40","39.7","19.21","1","0","1995-01-13 04:00","670","674","0","3","","14","3","5","5","25","0","35866","11162","31.8%","23800","38","w","14694.29","14694.29","778.06","778.06","305.71","472.35","0.0","0.0","0.0","2014-08-22","389.03","2014-10-19","2014-08-21","629","625","36063","27","3","0","1","0","0","0","49","25","3","5","331263","260589","13029","10","8","10","86.1","0","0","0","6","143","11","233","5","35100","11","22","0","1"
"18795658","20968208","33000","33000","33000"," 36 months"," 13.98%","1127.55","C","C3","Vice President/Realationship Manager","10+ years","MORTGAGE","130000","Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=18795658","","debt_consolidation","Debt consolidation","WAPPINGERS FALLS","NY","0","1","4844","70","84.2","9.15","2","0","1993-03-13 04:00","680","684","0","7","","10","7","30","6","14","0","26580","26002","82%","30700","27","w","31505.14","31505.14","2255.1","2255.10","1494.86","760.24","0.0","0.0","0.0","2014-08-28","1127.55","2014-09-25","2014-08-21","684","680","0","17","7","0","0","0","0","0","30","14","1","9","291511","282928","20209","13","10","10","85.2","0","0","0","3","142","11","255","30","31700","11","12","0","1"
"18294413","20447113","32750","32750","32750"," 60 months"," 18.24%","835.92","D","D5","Assistant District Attorney","7 years","MORTGAGE","85000","Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=18294413","","debt_consolidation","Debt consolidation","Port Ewen","NY","0","6","20787","42.9","34.8","28.01","1","0","2000-03-13 04:00","680","684","1","11","","6","11","23","1","19","0","119952","11754","32.4%","31900","36","w","32068.62","32068.62","1671.84","1671.84","681.38","990.46","0.0","0.0","0.0","2014-08-22","835.92","2014-10-19","2014-08-21","714","710","135380","14","60","0","0","0","0","0","","19","1","8","272880","216423","12024","11","7","7","91.7","0","0","0","21","130","8","171","18","36300","8","10","0","1"
"13406846","15459147","8000","8000","8000"," 36 months"," 11.67%","264.46","B","B4","Paralegal","10+ years","MORTGAGE","41000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=13406846","","debt_consolidation","Debt consolidation","CORPUS CHRISTI","TX","0","3","11626","60","30","20.29","0","0","2002-10-13 05:00","685","689","2","","","1","","1","1","8","0","25313","8321","40%","16600","22","w","7624.86","7624.86","528.92","528.92","375.14","153.78","0.0","0.0","0.0","2014-08-22","264.46","2014-10-19","2014-08-21","714","710","22854","17","","0","0","0","0","0","","8","1","1","95654","51468","6434","14","5","5","100","0","0","0","4","140","6","119","1","20800","6","6","876","1"
"17133401","19255911","10000","10000","10000"," 36 months"," 17.57%","359.38","D","D4","Office Manager","7 years","RENT","32000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=17133401","","debt_consolidation","Debt consolidation","INGLEWOOD","CA","0","2","1524","25","72.3","21.31","0","0","2004-07-11 05:00","660","664","0","29","","17","","76","0","9","0","17853","4071","51.5%","5500","16","w","9570.96","9570.96","718.76","718.76","429.04","289.72","0.0","0.0","0.0","2014-08-22","359.38","2014-10-19","2014-08-21","669","665","15423","10","","0","2","0","0","0","55","9","0","17","23323","17853","2232","5","3","4","81.2","0","0","0","5","93","4","119","76","7900","4","8","1098","1"
"19195336","21398093","17100","17100","17100"," 36 months"," 20.20%","637.25","E","E3","lead window washer","7 years","MORTGAGE","45000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19195336","","home_improvement","Home improvement","Federal way","WA","0","6","146","50","95.8","14.93","0","0","2004-03-13 04:00","660","664","1","","","4","","21","1","7","0","17694","3354","78%","3500","14","f","16395.32","16395.32","1274.5","1274.50","704.68","569.82","0.0","0.0","0.0","2014-08-22","637.25","2014-10-19","2014-08-21","694","690","19324","7","","0","0","0","0","0","","7","1","4","160986","151369","21624","4","2","2","92.9","0","0","0","6","123","2","100","20","4300","2","4","0","1"
"17635257","19767732","18000","18000","18000"," 60 months"," 16.99%","447.25","D","D3","Assisted Living Supervisor","2 years","MORTGAGE","75000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=17635257","","debt_consolidation","Debt consolidation","Kent","WA","0","2","63578","60","83","7.26","1","0","1983-08-26 05:00","700","704","0","9","","7","9","34","9","8","0","23422","23422","83%","87000","24","w","17612.48","17612.48","894.5","894.50","387.52","506.98","0.0","0.0","0.0","2014-08-22","447.25","2014-10-19","2014-08-21","729","725","0","15","9","0","0","0","0","0","","8","0","15","352600","284394","47399","9","4","5","95.8","0","0","0","0","","4","369","34","87000","4","7","73","1"
"10127682","11979464","10000","10000","10000"," 36 months"," 10.99%","327.34","B","B3","Branch Manager","10+ years","MORTGAGE","66000","Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=10127682","","debt_consolidation","Debt consolidation","New Market","AL","0","10","3854","66.7","71.7","17.31","0","0","1999-07-13 05:00","710","714","3","59","","3","59","3","5","10","0","40736","10279","34.5%","13600","36","w","9526.33","9526.33","654.68","654.68","473.67","181.01","0.0","0.0","0.0","2014-08-22","327.34","2014-10-19","2014-08-21","764","760","35394","23","59","0","0","0","0","0","","10","5","2","295352","259383","28820","11","3","3","100","0","0","0","8","179","6","124","2","29800","6","7","0","1"
